OutwardCode,CityName
SR8,Sunderland
SR9,Sunderland
SS0,Southend-on-Sea
SS1,Southend-on-Sea
SS10,Southend-on-Sea
SS11,Southend-on-Sea
SS12,Southend-on-Sea
SS13,Southend-on-Sea
SS14,Southend-on-Sea
SS15,Southend-on-Sea
SS16,Southend-on-Sea
SS2,Southend-on-Sea
SS3,Southend-on-Sea
SS4,Southend-on-Sea
SS5,Southend-on-Sea
SS6,Southend-on-Sea
SS7,Southend-on-Sea
SS8,Southend-on-Sea
SS9,Southend-on-Sea
ST1,Stoke-on-Trent
ST10,Stoke-on-Trent
ST11,Stoke-on-Trent
ST12,Stoke-on-Trent
ST13,Stoke-on-Trent
ST14,Stoke-on-Trent
ST15,Stoke-on-Trent
ST16,Stoke-on-Trent
ST17,Stoke-on-Trent
ST18,Stoke-on-Trent
ST19,Stoke-on-Trent
ST2,Stoke-on-Trent
ST20,Stoke-on-Trent
ST21,Stoke-on-Trent
ST3,Stoke-on-Trent
ST4,Stoke-on-Trent
ST5,Stoke-on-Trent
ST6,Stoke-on-Trent
ST7,Stoke-on-Trent
ST8,Stoke-on-Trent
ST9,Stoke-on-Trent
SW1,London
SW10,London
SW11,London
SW12,London
SW13,London
SW14,London
SW15,London
SW16,London
SW17,London
SW18,London
SW19,London
SW2,London
SW20,London
SW3,London
SW4,London
SW5,London
SW6,London
SW7,London
SW8,London
SW9,London
SY1,Shrewsbury
SY10,Shrewsbury
SY11,Shrewsbury
SY12,Shrewsbury
SY13,Shrewsbury
SY14,Shrewsbury
SY15,Shrewsbury
SY16,Shrewsbury
SY17,Shrewsbury
SY18,Shrewsbury
SY19,Shrewsbury
SY2,Shrewsbury
SY20,Shrewsbury
SY21,Shrewsbury
SY22,Shrewsbury
SY23,Shrewsbury
SY24,Shrewsbury
SY3,Shrewsbury
SY4,Shrewsbury
SY5,Shrewsbury
SY6,Shrewsbury
SY7,Shrewsbury
SY8,Shrewsbury
SY9,Shrewsbury
TA1,Taunton
TA10,Taunton
TA11,Taunton
TA12,Taunton
TA13,Taunton
TA14,Taunton
TA15,Taunton
TA16,Taunton
TA17,Taunton
TA18,Taunton
TA19,Taunton
TA2,Taunton
TA20,Taunton
TA21,Taunton
TA22,Taunton
TA23,Taunton
TA24,Taunton
TA3,Taunton
TA4,Taunton
TA5,Taunton
TA6,Taunton
TA7,Taunton
TA8,Taunton
TA9,Taunton
TD1,Galashiels
TD10,Galashiels
TD11,Galashiels
TD12,Galashiels
TD13,Galashiels
TD14,Galashiels
TD15,Galashiels
TD2,Galashiels
TD3,Galashiels
TD4,Galashiels
TD5,Galashiels
TD6,Galashiels
TD7,Galashiels
TD8,Galashiels
TD9,Galashiels
TF1,Telford
TF10,Telford
TF11,Telford
TF12,Telford
TF13,Telford
TF2,Telford
TF3,Telford
TF4,Telford
TF5,Telford
TF6,Telford
TF7,Telford
TF8,Telford
TF9,Telford
TN1,Tonbridge
TN10,Tonbridge
TN11,Tonbridge
TN12,Tonbridge
TN13,Tonbridge
TN14,Tonbridge
TN15,Tonbridge
TN16,Tonbridge
TN17,Tonbridge
TN18,Tonbridge
TN19,Tonbridge
TN2,Tonbridge
TN20,Tonbridge
TN21,Tonbridge
TN22,Tonbridge
TN23,Tonbridge
TN24,Tonbridge
TN25,Tonbridge
TN26,Tonbridge
TN27,Tonbridge
TN28,Tonbridge
TN29,Tonbridge
TN3,Tonbridge
TN30,Tonbridge
TN31,Tonbridge
TN32,Tonbridge
TN33,Tonbridge
TN34,Tonbridge
TN35,Tonbridge
TN36,Tonbridge
TN37,Tonbridge
TN38,Tonbridge
TN39,Tonbridge
TN4,Tonbridge
TN40,Tonbridge
TN5,Tonbridge
TN6,Tonbridge
TN7,Tonbridge
TN8,Tonbridge
TN9,Tonbridge
TQ1,Torquay
TQ10,Torquay
TQ11,Torquay
TQ12,Torquay
TQ13,Torquay
TQ14,Torquay
TQ2,Torquay
TQ3,Torquay
TQ4,Torquay
TQ5,Torquay
TQ6,Torquay
TQ7,Torquay
TQ8,Torquay
TQ9,Torquay
TR1,Truro
TR10,Truro
TR11,Truro
TR12,Truro
TR13,Truro
TR14,Truro
TR15,Truro
TR16,Truro
TR17,Truro
TR18,Truro
TR19,Truro
TR2,Truro
TR20,Truro
TR21,Truro
TR22,Truro
TR23,Truro
TR24,Truro
TR25,Truro
TR26,Truro
TR3,Truro
TR4,Truro
TR5,Truro
TR6,Truro
TR7,Truro
TR8,Truro
TR9,Truro
TS1,Middlesbrough
TS10,Middlesbrough
TS11,Middlesbrough
TS12,Middlesbrough
TS13,Middlesbrough
TS14,Middlesbrough
TS15,Middlesbrough
TS16,Middlesbrough
TS17,Middlesbrough
TS18,Middlesbrough
TS19,Middlesbrough
TS2,Middlesbrough
TS20,Middlesbrough
TS21,Middlesbrough
TS22,Middlesbrough
TS23,Middlesbrough
TS24,Middlesbrough
TS25,Middlesbrough
TS26,Middlesbrough
TS27,Middlesbrough
TS28,Middlesbrough
TS3,Middlesbrough
TS4,Middlesbrough
TS5,Middlesbrough
TS6,Middlesbrough
TS7,Middlesbrough
TS8,Middlesbrough
TS9,Middlesbrough
TW1,Twickenham
TW10,Twickenham
TW11,Twickenham
TW12,Twickenham
TW13,Twickenham
TW14,Twickenham
TW15,Twickenham
TW16,Twickenham
TW17,Twickenham
TW18,Twickenham
TW19,Twickenham
TW2,Twickenham
TW20,Twickenham
TW3,Twickenham
TW4,Twickenham
TW5,Twickenham
TW6,Twickenham
TW7,Twickenham
TW8,Twickenham
TW9,Twickenham
UB1,Southall
UB10,Southall
UB2,Southall
UB3,Southall
UB4,Southall
UB5,Southall
UB6,Southall
UB7,Southall
UB8,Southall
UB9,Southall
W1,London
W10,London
W11,London
W12,London
W13,London
W14,London
W2,London
W3,London
W4,London
W5,London
W6,London
W7,London
W8,London
W9,London
WA1,Warrington
WA10,Warrington
WA11,Warrington
WA12,Warrington
WA13,Warrington
WA14,Warrington
WA15,Warrington
WA2,Warrington
WA3,Warrington
WA4,Warrington
WA5,Warrington
WA6,Warrington
WA7,Warrington
WA8,Warrington
WA9,Warrington
WC1,London
WC2,London
WD1,Watford
WD10,Watford
WD11,Watford
WD12,Watford
WD13,Watford
WD14,Watford
WD15,Watford
WD16,Watford
WD17,Watford
WD18,Watford
WD19,Watford
WD2,Watford
WD20,Watford
WD21,Watford
WD22,Watford
WD23,Watford
WD24,Watford
WD25,Watford
WD3,Watford
WD4,Watford
WD5,Watford
WD6,Watford
WD7,Watford
WD8,Watford
WD9,Watford
WF1,Wakefield
WF10,Wakefield
WF11,Wakefield
WF12,Wakefield
WF13,Wakefield
WF14,Wakefield
WF15,Wakefield
WF16,Wakefield
WF17,Wakefield
WF2,Wakefield
WF3,Wakefield
WF4,Wakefield
WF5,Wakefield
WF6,Wakefield
WF7,Wakefield
WF8,Wakefield
WF9,Wakefield
WN1,Wigan
WN2,Wigan
WN3,Wigan
WN4,Wigan
WN5,Wigan
WN6,Wigan
WN7,Wigan
WN8,Wigan
WR1,Worcester
WR10,Worcester
WR11,Worcester
WR12,Worcester
WR13,Worcester
WR14,Worcester
WR2,Worcester
WR3,Worcester
WR4,Worcester
WR5,Worcester
WR6,Worcester
WR7,Worcester
WR8,Worcester
WR9,Worcester
WS1,Walsall
WS10,Walsall
WS11,Walsall
WS12,Walsall
WS13,Walsall
WS14,Walsall
WS15,Walsall
WS2,Walsall
WS3,Walsall
WS4,Walsall
WS5,Walsall
WS6,Walsall
WS7,Walsall
WS8,Walsall
WS9,Walsall
WV1,Wolverhampton
WV10,Wolverhampton
WV11,Wolverhampton
WV12,Wolverhampton
WV13,Wolverhampton
WV14,Wolverhampton
WV15,Wolverhampton
WV16,Wolverhampton
WV2,Wolverhampton
WV3,Wolverhampton
WV4,Wolverhampton
WV5,Wolverhampton
WV6,Wolverhampton
WV7,Wolverhampton
WV8,Wolverhampton
WV9,Wolverhampton
YO1,York
YO10,York
YO11,York
YO12,York
YO13,York
YO14,York
YO15,York
YO16,York
YO17,York
YO18,York
YO19,York
YO2,York
YO20,York
YO21,York
YO22,York
YO23,York
YO24,York
YO25,York
YO26,York
YO27,York
YO28,York
YO29,York
YO3,York
YO30,York
YO31,York
YO32,York
YO4,York
YO5,York
YO6,York
YO7,York
YO8,York
YO9,York
ZE1,Lerwick
ZE2,Lerwick
ZE3,Lerwick
